FECHA_MUESTRA;FECHA_CORTE;DEPARTAMENTO;PROVINCIA;DISTRITO;UBIGUEO_ESTABLECIMIENTO;IPRESS;CATEGORIA;CLAS;UNIDAD_EJECUTORA;RENAES;Mes;PERIODO;F_VIO;M_VIO;5_VIO;6_11_VIO;12_14_VIO;15_17_VIO;18_29_VIO;30_59_VIO;60_VIO;VIO_PSICO;VIO_FISI;VIO_SEX
20243103;20240418;PIURA;AYABACA;AYABACA;200201;OLLEROS;I-2;NINGUN CLAS;SALUD LUCIANO CASTILLO COLONNA;1914;202403;2024;0;0;0;0;0;0;0;0;0;0;0;0
20243103;20240418;PIURA;AYABACA;AYABACA;200201;OLLEROS;I-2;NINGUN CLAS;SALUD LUCIANO CASTILLO COLONNA;1914;202401;2024;0;0;0;0;0;0;0;0;0;0;0;0
20243103;20240418;PIURA;AYABACA;AYABACA;200201;OLLEROS;I-2;NINGUN CLAS;SALUD LUCIANO CASTILLO COLONNA;1914;202402;2024;0;0;0;0;0;0;0;0;0;0;0;0
20243103;20240418;PIURA;AYABACA;AYABACA;200201;ARAGOTO;I-2;NINGUN CLAS;SALUD LUCIANO CASTILLO COLONNA;1915;202402;2024;0;0;0;0;0;0;0;0;0;0;0;0
20243103;20240418;PIURA;AYABACA;AYABACA;200201;ARAGOTO;I-2;NINGUN CLAS;SALUD LUCIANO CASTILLO COLONNA;1915;202403;2024;0;0;0;0;0;0;0;0;0;0;0;0
20243103;20240418;PIURA;AYABACA;AYABACA;200201;ARAGOTO;I-2;NINGUN CLAS;SALUD LUCIANO CASTILLO COLONNA;1915;202401;2024;0;0;0;0;0;0;0;0;0;0;0;0
20243103;20240418;PIURA;AYABACA;AYABACA;200201;CHOCAN;I-2;NINGUN CLAS;SALUD LUCIANO CASTILLO COLONNA;1916;202401;2024;0;0;0;0;0;0;0;0;0;0;0;0
20243103;20240418;PIURA;AYABACA;AYABACA;200201;CHOCAN;I-2;NINGUN CLAS;SALUD LUCIANO CASTILLO COLONNA;1916;202403;2024;1;0;0;0;0;1;0;0;0;0;0;1
20243103;20240418;PIURA;AYABACA;AYABACA;200201;CHOCAN;I-2;NINGUN CLAS;SALUD LUCIANO CASTILLO COLONNA;1916;202402;2024;0;0;0;0;0;0;0;0;0;0;0;0
20243103;20240418;PIURA;AYABACA;AYABACA;200201;YANCHALA;I-2;NINGUN CLAS;SALUD LUCIANO CASTILLO COLONNA;1917;202403;2024;0;0;0;0;0;0;0;0;0;0;0;0
20243103;20240418;PIURA;AYABACA;AYABACA;200201;YANCHALA;I-2;NINGUN CLAS;SALUD LUCIANO CASTILLO COLONNA;1917;202402;2024;0;0;0;0;0;0;0;0;0;0;0;0
20243103;20240418;PIURA;AYABACA;AYABACA;200201;YANCHALA;I-2;NINGUN CLAS;SALUD LUCIANO CASTILLO COLONNA;1917;202401;2024;0;0;0;0;0;0;0;0;0;0;0;0
20243103;20240418;PIURA;AYABACA;AYABACA;200201;ARREYPITE - PINGOLA;I-1;NINGUN CLAS;SALUD LUCIANO CASTILLO COLONNA;1918;202402;2024;0;0;0;0;0;0;0;0;0;0;0;0
20243103;20240418;PIURA;AYABACA;AYABACA;200201;ARREYPITE - PINGOLA;I-1;NINGUN CLAS;SALUD LUCIANO CASTILLO COLONNA;1918;202403;2024;0;0;0;0;0;0;0;0;0;0;0;0
20243103;20240418;PIURA;AYABACA;AYABACA;200201;ARREYPITE - PINGOLA;I-1;NINGUN CLAS;SALUD LUCIANO CASTILLO COLONNA;1918;202401;2024;0;0;0;0;0;0;0;0;0;0;0;0
20243103;20240418;PIURA;AYABACA;AYABACA;200201;CALVAS DE SAMANGA;I-1;NINGUN CLAS;SALUD LUCIANO CASTILLO COLONNA;1919;202402;2024;0;0;0;0;0;0;0;0;0;0;0;0
20243103;20240418;PIURA;AYABACA;AYABACA;200201;CALVAS DE SAMANGA;I-1;NINGUN CLAS;SALUD LUCIANO CASTILLO COLONNA;1919;202403;2024;0;0;0;0;0;0;0;0;0;0;0;0
20243103;20240418;PIURA;AYABACA;AYABACA;200201;CALVAS DE SAMANGA;I-1;NINGUN CLAS;SALUD LUCIANO CASTILLO COLONNA;1919;202401;2024;0;0;0;0;0;0;0;0;0;0;0;0
20243103;20240418;PIURA;AYABACA;AYABACA;200201;ESPINDOLA;I-2;NINGUN CLAS;SALUD LUCIANO CASTILLO COLONNA;1920;202403;2024;0;0;0;0;0;0;0;0;0;0;0;0
20243103;20240418;PIURA;AYABACA;AYABACA;200201;ESPINDOLA;I-2;NINGUN CLAS;SALUD LUCIANO CASTILLO COLONNA;1920;202402;2024;0;0;0;0;0;0;0;0;0;0;0;0
20243103;20240418;PIURA;AYABACA;AYABACA;200201;ESPINDOLA;I-2;NINGUN CLAS;SALUD LUCIANO CASTILLO COLONNA;1920;202401;2024;0;0;0;0;0;0;0;0;0;0;0;0
20243103;20240418;PIURA;AYABACA;AYABACA;200201;REMOLINOS;I-1;NINGUN CLAS;SALUD LUCIANO CASTILLO COLONNA;1921;202401;2024;0;0;0;0;0;0;0;0;0;0;0;0
20243103;20240418;PIURA;AYABACA;AYABACA;200201;REMOLINOS;I-1;NINGUN CLAS;SALUD LUCIANO CASTILLO COLONNA;1921;202403;2024;0;0;0;0;0;0;0;0;0;0;0;0
20243103;20240418;PIURA;AYABACA;AYABACA;200201;REMOLINOS;I-1;NINGUN CLAS;SALUD LUCIANO CASTILLO COLONNA;1921;202402;2024;0;0;0;0;0;0;0;0;0;0;0;0
20243103;20240418;PIURA;AYABACA;AYABACA;200201;ANDURCO;I-1;NINGUN CLAS;SALUD LUCIANO CASTILLO COLONNA;1922;202402;2024;0;0;0;0;0;0;0;0;0;0;0;0
20243103;20240418;PIURA;AYABACA;AYABACA;200201;ANDURCO;I-1;NINGUN CLAS;SALUD LUCIANO CASTILLO COLONNA;1922;202403;2024;0;0;0;0;0;0;0;0;0;0;0;0
20243103;20240418;PIURA;AYABACA;AYABACA;200201;ANDURCO;I-1;NINGUN CLAS;SALUD LUCIANO CASTILLO COLONNA;1922;202401;2024;0;0;0;0;0;0;0;0;0;0;0;0
20243103;20240418;PIURA;AYABACA;AYABACA;200201;HUIRIQUINGUE;I-1;NINGUN CLAS;SALUD LUCIANO CASTILLO COLONNA;1923;202402;2024;0;0;0;0;0;0;0;0;0;0;0;0
20243103;20240418;PIURA;AYABACA;AYABACA;200201;HUIRIQUINGUE;I-1;NINGUN CLAS;SALUD LUCIANO CASTILLO COLONNA;1923;202403;2024;0;0;0;0;0;0;0;0;0;0;0;0
20243103;20240418;PIURA;AYABACA;AYABACA;200201;HUIRIQUINGUE;I-1;NINGUN CLAS;SALUD LUCIANO CASTILLO COLONNA;1923;202401;2024;0;0;0;0;0;0;0;0;0;0;0;0
20243103;20240418;PIURA;AYABACA;AYABACA;200201;HUACHUMA;I-1;NINGUN CLAS;SALUD LUCIANO CASTILLO COLONNA;1924;202403;2024;0;0;0;0;0;0;0;0;0;0;0;0
20243103;20240418;PIURA;AYABACA;AYABACA;200201;HUACHUMA;I-1;NINGUN CLAS;SALUD LUCIANO CASTILLO COLONNA;1924;202401;2024;0;0;0;0;0;0;0;0;0;0;0;0
20243103;20240418;PIURA;AYABACA;AYABACA;200201;HUACHUMA;I-1;NINGUN CLAS;SALUD LUCIANO CASTILLO COLONNA;1924;202402;2024;0;0;0;0;0;0;0;0;0;0;0;0
20243103;20240418;PIURA;AYABACA;AYABACA;200201;SAUSAL;I-1;NINGUN CLAS;SALUD LUCIANO CASTILLO COLONNA;1925;202401;2024;0;0;0;0;0;0;0;0;0;0;0;0
20243103;20240418;PIURA;AYABACA;AYABACA;200201;SAUSAL;I-1;NINGUN CLAS;SALUD LUCIANO CASTILLO COLONNA;1925;202403;2024;0;0;0;0;0;0;0;0;0;0;0;0
20243103;20240418;PIURA;AYABACA;AYABACA;200201;SAUSAL;I-1;NINGUN CLAS;SALUD LUCIANO CASTILLO COLONNA;1925;202402;2024;0;0;0;0;0;0;0;0;0;0;0;0
20243103;20240418;PIURA;AYABACA;AYABACA;200201;EL TOLDO;I-1;NINGUN CLAS;SALUD LUCIANO CASTILLO COLONNA;1926;202402;2024;0;0;0;0;0;0;0;0;0;0;0;0
20243103;20240418;PIURA;AYABACA;AYABACA;200201;EL TOLDO;I-1;NINGUN CLAS;SALUD LUCIANO CASTILLO COLONNA;1926;202401;2024;0;0;0;0;0;0;0;0;0;0;0;0
20243103;20240418;PIURA;AYABACA;AYABACA;200201;EL TOLDO;I-1;NINGUN CLAS;SALUD LUCIANO CASTILLO COLONNA;1926;202403;2024;0;0;0;0;0;0;0;0;0;0;0;0
20243103;20240418;PIURA;AYABACA;AYABACA;200201;SAMANGUILLA;I-1;NINGUN CLAS;SALUD LUCIANO CASTILLO COLONNA;1927;202401;2024;0;0;0;0;0;0;0;0;0;0;0;0
20243103;20240418;PIURA;AYABACA;AYABACA;200201;SAMANGUILLA;I-1;NINGUN CLAS;SALUD LUCIANO CASTILLO COLONNA;1927;202402;2024;0;0;0;0;0;0;0;0;0;0;0;0
20243103;20240418;PIURA;AYABACA;AYABACA;200201;SAMANGUILLA;I-1;NINGUN CLAS;SALUD LUCIANO CASTILLO COLONNA;1927;202403;2024;0;0;0;0;0;0;0;0;0;0;0;0
20243103;20240418;PIURA;AYABACA;AYABACA;200201;CHARAN;I-1;NINGUN CLAS;SALUD LUCIANO CASTILLO COLONNA;1928;202402;2024;0;0;0;0;0;0;0;0;0;0;0;0
20243103;20240418;PIURA;AYABACA;AYABACA;200201;CHARAN;I-1;NINGUN CLAS;SALUD LUCIANO CASTILLO COLONNA;1928;202403;2024;0;0;0;0;0;0;0;0;0;0;0;0
20243103;20240418;PIURA;AYABACA;AYABACA;200201;CHARAN;I-1;NINGUN CLAS;SALUD LUCIANO CASTILLO COLONNA;1928;202401;2024;0;0;0;0;0;0;0;0;0;0;0;0
20243103;20240418;PIURA;AYABACA;AYABACA;200201;LAGUNAS DE CANGLY;I-1;NINGUN CLAS;SALUD LUCIANO CASTILLO COLONNA;1929;202403;2024;0;0;0;0;0;0;0;0;0;0;0;0
20243103;20240418;PIURA;AYABACA;AYABACA;200201;LAGUNAS DE CANGLY;I-1;NINGUN CLAS;SALUD LUCIANO CASTILLO COLONNA;1929;202401;2024;0;0;0;0;0;0;0;0;0;0;0;0
20243103;20240418;PIURA;AYABACA;AYABACA;200201;LAGUNAS DE CANGLY;I-1;NINGUN CLAS;SALUD LUCIANO CASTILLO COLONNA;1929;202402;2024;0;0;0;0;0;0;0;0;0;0;0;0
20243103;20240418;PIURA;AYABACA;AYABACA;200201;PORTACHUELO DE YANTA;I-2;NINGUN CLAS;SALUD LUCIANO CASTILLO COLONNA;1930;202402;2024;0;0;0;0;0;0;0;0;0;0;0;0
20243103;20240418;PIURA;AYABACA;AYABACA;200201;PORTACHUELO DE YANTA;I-2;NINGUN CLAS;SALUD LUCIANO CASTILLO COLONNA;1930;202401;2024;0;0;0;0;0;0;0;0;0;0;0;0
20243103;20240418;PIURA;AYABACA;AYABACA;200201;PORTACHUELO DE YANTA;I-2;NINGUN CLAS;SALUD LUCIANO CASTILLO COLONNA;1930;202403;2024;0;0;0;0;0;0;0;0;0;0;0;0
20243103;20240418;PIURA;AYABACA;AYABACA;200201;GICLAS;I-1;NINGUN CLAS;SALUD LUCIANO CASTILLO COLONNA;1931;202401;2024;0;0;0;0;0;0;0;0;0;0;0;0
20243103;20240418;PIURA;AYABACA;AYABACA;200201;GICLAS;I-1;NINGUN CLAS;SALUD LUCIANO CASTILLO COLONNA;1931;202402;2024;0;0;0;0;0;0;0;0;0;0;0;0
20243103;20240418;PIURA;AYABACA;AYABACA;200201;GICLAS;I-1;NINGUN CLAS;SALUD LUCIANO CASTILLO COLONNA;1931;202403;2024;0;0;0;0;0;0;0;0;0;0;0;0
20243103;20240418;PIURA;PIURA;LAS LOMAS;200111;LAS LOMAS;I-3;NINGUN CLAS;SALUD LUCIANO CASTILLO COLONNA;1932;202401;2024;4;1;0;0;1;0;2;2;0;2;3;0
20243103;20240418;PIURA;PIURA;LAS LOMAS;200111;LAS LOMAS;I-3;NINGUN CLAS;SALUD LUCIANO CASTILLO COLONNA;1932;202403;2024;4;0;0;0;0;0;4;0;0;4;1;0
20243103;20240418;PIURA;PIURA;LAS LOMAS;200111;LAS LOMAS;I-3;NINGUN CLAS;SALUD LUCIANO CASTILLO COLONNA;1932;202402;2024;0;0;0;0;0;0;0;0;0;0;0;0
20243103;20240418;PIURA;PIURA;LAS LOMAS;200111;POTRERILLO;I-2;NINGUN CLAS;SALUD LUCIANO CASTILLO COLONNA;1933;202402;2024;0;0;0;0;0;0;0;0;0;0;0;0
20243103;20240418;PIURA;PIURA;LAS LOMAS;200111;POTRERILLO;I-2;NINGUN CLAS;SALUD LUCIANO CASTILLO COLONNA;1933;202401;2024;0;0;0;0;0;0;0;0;0;0;0;0
20243103;20240418;PIURA;PIURA;LAS LOMAS;200111;POTRERILLO;I-2;NINGUN CLAS;SALUD LUCIANO CASTILLO COLONNA;1933;202403;2024;0;0;0;0;0;0;0;0;0;0;0;0
20243103;20240418;PIURA;PIURA;LAS LOMAS;200111;CHIPILLICO;I-2;NINGUN CLAS;SALUD LUCIANO CASTILLO COLONNA;1934;202403;2024;0;0;0;0;0;0;0;0;0;0;0;0
20243103;20240418;PIURA;PIURA;LAS LOMAS;200111;CHIPILLICO;I-2;NINGUN CLAS;SALUD LUCIANO CASTILLO COLONNA;1934;202402;2024;0;0;0;0;0;0;0;0;0;0;0;0
20243103;20240418;PIURA;PIURA;LAS LOMAS;200111;CHIPILLICO;I-2;NINGUN CLAS;SALUD LUCIANO CASTILLO COLONNA;1934;202401;2024;0;0;0;0;0;0;0;0;0;0;0;0
20243103;20240418;PIURA;PIURA;LAS LOMAS;200111;EL SAUCE-LAS LOMAS;I-1;NINGUN CLAS;SALUD LUCIANO CASTILLO COLONNA;1935;202401;2024;0;0;0;0;0;0;0;0;0;0;0;0
20243103;20240418;PIURA;PIURA;LAS LOMAS;200111;EL SAUCE-LAS LOMAS;I-1;NINGUN CLAS;SALUD LUCIANO CASTILLO COLONNA;1935;202403;2024;2;0;0;0;0;1;1;0;0;1;1;0
20243103;20240418;PIURA;PIURA;LAS LOMAS;200111;EL SAUCE-LAS LOMAS;I-1;NINGUN CLAS;SALUD LUCIANO CASTILLO COLONNA;1935;202402;2024;0;0;0;0;0;0;0;0;0;0;0;0
20243103;20240418;PIURA;PIURA;LAS LOMAS;200111;PAMPA ELERA BAJA;I-1;NINGUN CLAS;SALUD LUCIANO CASTILLO COLONNA;1936;202403;2024;0;0;0;0;0;0;0;0;0;0;0;0
20243103;20240418;PIURA;PIURA;LAS LOMAS;200111;PAMPA ELERA BAJA;I-1;NINGUN CLAS;SALUD LUCIANO CASTILLO COLONNA;1936;202401;2024;0;0;0;0;0;0;0;0;0;0;0;0
20243103;20240418;PIURA;PIURA;LAS LOMAS;200111;PAMPA ELERA BAJA;I-1;NINGUN CLAS;SALUD LUCIANO CASTILLO COLONNA;1936;202402;2024;0;0;0;0;0;0;0;0;0;0;0;0
20243103;20240418;PIURA;PIURA;LAS LOMAS;200111;PELINGARA;I-1;NINGUN CLAS;SALUD LUCIANO CASTILLO COLONNA;1937;202402;2024;0;0;0;0;0;0;0;0;0;0;0;0
20243103;20240418;PIURA;PIURA;LAS LOMAS;200111;PELINGARA;I-1;NINGUN CLAS;SALUD LUCIANO CASTILLO COLONNA;1937;202401;2024;0;0;0;0;0;0;0;0;0;0;0;0
20243103;20240418;PIURA;PIURA;LAS LOMAS;200111;PELINGARA;I-1;NINGUN CLAS;SALUD LUCIANO CASTILLO COLONNA;1937;202403;2024;0;0;0;0;0;0;0;0;0;0;0;0
20243103;20240418;PIURA;PIURA;LAS LOMAS;200111;HUACHUMA ALTA;I-1;NINGUN CLAS;SALUD LUCIANO CASTILLO COLONNA;1938;202403;2024;0;0;0;0;0;0;0;0;0;0;0;0
20243103;20240418;PIURA;PIURA;LAS LOMAS;200111;HUACHUMA ALTA;I-1;NINGUN CLAS;SALUD LUCIANO CASTILLO COLONNA;1938;202401;2024;0;0;0;0;0;0;0;0;0;0;0;0
20243103;20240418;PIURA;PIURA;LAS LOMAS;200111;HUACHUMA ALTA;I-1;NINGUN CLAS;SALUD LUCIANO CASTILLO COLONNA;1938;202402;2024;0;0;0;0;0;0;0;0;0;0;0;0
20243103;20240418;PIURA;PIURA;LAS LOMAS;200111;SAN FRANCISCO DE PAMPA ELERA;I-1;NINGUN CLAS;SALUD LUCIANO CASTILLO COLONNA;1939;202402;2024;0;0;0;0;0;0;0;0;0;0;0;0
20243103;20240418;PIURA;PIURA;LAS LOMAS;200111;SAN FRANCISCO DE PAMPA ELERA;I-1;NINGUN CLAS;SALUD LUCIANO CASTILLO COLONNA;1939;202403;2024;0;0;0;0;0;0;0;0;0;0;0;0
20243103;20240418;PIURA;PIURA;LAS LOMAS;200111;SAN FRANCISCO DE PAMPA ELERA;I-1;NINGUN CLAS;SALUD LUCIANO CASTILLO COLONNA;1939;202401;2024;0;0;0;0;0;0;0;0;0;0;0;0
20243103;20240418;PIURA;PIURA;LAS LOMAS;200111;SANTA ELENA - LAS LOMAS;I-1;NINGUN CLAS;SALUD LUCIANO CASTILLO COLONNA;1940;202401;2024;0;0;0;0;0;0;0;0;0;0;0;0
20243103;20240418;PIURA;PIURA;LAS LOMAS;200111;SANTA ELENA - LAS LOMAS;I-1;NINGUN CLAS;SALUD LUCIANO CASTILLO COLONNA;1940;202402;2024;0;0;0;0;0;0;0;0;0;0;0;0
20243103;20240418;PIURA;PIURA;LAS LOMAS;200111;SANTA ELENA - LAS LOMAS;I-1;NINGUN CLAS;SALUD LUCIANO CASTILLO COLONNA;1940;202403;2024;0;0;0;0;0;0;0;0;0;0;0;0
20243103;20240418;PIURA;PIURA;LAS LOMAS;200111;PUERTA PULACHE;I-1;NINGUN CLAS;SALUD LUCIANO CASTILLO COLONNA;1941;202403;2024;0;0;0;0;0;0;0;0;0;0;0;0
20243103;20240418;PIURA;PIURA;LAS LOMAS;200111;PUERTA PULACHE;I-1;NINGUN CLAS;SALUD LUCIANO CASTILLO COLONNA;1941;202401;2024;0;0;0;0;0;0;0;0;0;0;0;0
20243103;20240418;PIURA;PIURA;LAS LOMAS;200111;PUERTA PULACHE;I-1;NINGUN CLAS;SALUD LUCIANO CASTILLO COLONNA;1941;202402;2024;0;0;0;0;0;0;0;0;0;0;0;0
20243103;20240418;PIURA;PIURA;LAS LOMAS;200111;GARABATOS;I-1;NINGUN CLAS;SALUD LUCIANO CASTILLO COLONNA;1942;202402;2024;0;0;0;0;0;0;0;0;0;0;0;0
20243103;20240418;PIURA;PIURA;LAS LOMAS;200111;GARABATOS;I-1;NINGUN CLAS;SALUD LUCIANO CASTILLO COLONNA;1942;202401;2024;0;0;0;0;0;0;0;0;0;0;0;0
20243103;20240418;PIURA;PIURA;LAS LOMAS;200111;GARABATOS;I-1;NINGUN CLAS;SALUD LUCIANO CASTILLO COLONNA;1942;202403;2024;0;0;0;0;0;0;0;0;0;0;0;0
20243103;20240418;PIURA;PIURA;LAS LOMAS;200111;EL PARTIDOR;I-3;NINGUN CLAS;SALUD LUCIANO CASTILLO COLONNA;1943;202403;2024;1;0;0;0;0;0;1;0;0;1;0;0
20243103;20240418;PIURA;PIURA;LAS LOMAS;200111;EL PARTIDOR;I-3;NINGUN CLAS;SALUD LUCIANO CASTILLO COLONNA;1943;202401;2024;0;0;0;0;0;0;0;0;0;0;0;0
20243103;20240418;PIURA;PIURA;LAS LOMAS;200111;EL PARTIDOR;I-3;NINGUN CLAS;SALUD LUCIANO CASTILLO COLONNA;1943;202402;2024;0;0;0;0;0;0;0;0;0;0;0;0
20243103;20240418;PIURA;PIURA;LAS LOMAS;200111;LA MENTA;I-1;NINGUN CLAS;SALUD LUCIANO CASTILLO COLONNA;1944;202402;2024;0;0;0;0;0;0;0;0;0;0;0;0
20243103;20240418;PIURA;PIURA;LAS LOMAS;200111;LA MENTA;I-1;NINGUN CLAS;SALUD LUCIANO CASTILLO COLONNA;1944;202401;2024;0;0;0;0;0;0;0;0;0;0;0;0
20243103;20240418;PIURA;PIURA;LAS LOMAS;200111;LA MENTA;I-1;NINGUN CLAS;SALUD LUCIANO CASTILLO COLONNA;1944;202403;2024;0;0;0;0;0;0;0;0;0;0;0;0
20243103;20240418;PIURA;AYABACA;SUYO;200210;SUYO;I-3;NINGUN CLAS;SALUD LUCIANO CASTILLO COLONNA;1945;202402;2024;4;0;0;0;0;0;2;2;0;4;0;0
20243103;20240418;PIURA;AYABACA;SUYO;200210;SUYO;I-3;NINGUN CLAS;SALUD LUCIANO CASTILLO COLONNA;1945;202403;2024;4;0;0;0;0;0;3;1;0;3;1;0
20243103;20240418;PIURA;AYABACA;SUYO;200210;SUYO;I-3;NINGUN CLAS;SALUD LUCIANO CASTILLO COLONNA;1945;202401;2024;3;0;0;0;2;0;1;0;0;1;0;2
20243103;20240418;PIURA;AYABACA;SUYO;200210;CHIRINOS;I-2;NINGUN CLAS;SALUD LUCIANO CASTILLO COLONNA;1946;202401;2024;0;0;0;0;0;0;0;0;0;0;0;0
20243103;20240418;PIURA;AYABACA;SUYO;200210;CHIRINOS;I-2;NINGUN CLAS;SALUD LUCIANO CASTILLO COLONNA;1946;202403;2024;0;0;0;0;0;0;0;0;0;0;0;0
20243103;20240418;PIURA;AYABACA;SUYO;200210;CHIRINOS;I-2;NINGUN CLAS;SALUD LUCIANO CASTILLO COLONNA;1946;202402;2024;0;0;0;0;0;0;0;0;0;0;0;0
20243103;20240418;PIURA;AYABACA;SUYO;200210;PAMPA  LARGA-GUITARRAS;I-2;NINGUN CLAS;SALUD LUCIANO CASTILLO COLONNA;1947;202401;2024;0;0;0;0;0;0;0;0;0;0;0;0
20243103;20240418;PIURA;AYABACA;SUYO;200210;PAMPA  LARGA-GUITARRAS;I-2;NINGUN CLAS;SALUD LUCIANO CASTILLO COLONNA;1947;202403;2024;0;0;0;0;0;0;0;0;0;0;0;0
20243103;20240418;PIURA;AYABACA;SUYO;200210;PAMPA  LARGA-GUITARRAS;I-2;NINGUN CLAS;SALUD LUCIANO CASTILLO COLONNA;1947;202402;2024;0;0;0;0;0;0;0;0;0;0;0;0
20243103;20240418;PIURA;AYABACA;SUYO;200210;LA TINA;I-1;NINGUN CLAS;SALUD LUCIANO CASTILLO COLONNA;1948;202402;2024;0;0;0;0;0;0;0;0;0;0;0;0
20243103;20240418;PIURA;AYABACA;SUYO;200210;LA TINA;I-1;NINGUN CLAS;SALUD LUCIANO CASTILLO COLONNA;1948;202401;2024;0;0;0;0;0;0;0;0;0;0;0;0
20243103;20240418;PIURA;AYABACA;SUYO;200210;LA TINA;I-1;NINGUN CLAS;SALUD LUCIANO CASTILLO COLONNA;1948;202403;2024;0;0;0;0;0;0;0;0;0;0;0;0
20243103;20240418;PIURA;AYABACA;SUYO;200210;LA TIENDA;I-2;NINGUN CLAS;SALUD LUCIANO CASTILLO COLONNA;1949;202403;2024;0;0;0;0;0;0;0;0;0;0;0;0
20243103;20240418;PIURA;AYABACA;SUYO;200210;LA TIENDA;I-2;NINGUN CLAS;SALUD LUCIANO CASTILLO COLONNA;1949;202401;2024;0;0;0;0;0;0;0;0;0;0;0;0
20243103;20240418;PIURA;AYABACA;SUYO;200210;LA TIENDA;I-2;NINGUN CLAS;SALUD LUCIANO CASTILLO COLONNA;1949;202402;2024;0;0;0;0;0;0;0;0;0;0;0;0
20243103;20240418;PIURA;AYABACA;SUYO;200210;SURPAMPA;I-2;NINGUN CLAS;SALUD LUCIANO CASTILLO COLONNA;1950;202403;2024;0;0;0;0;0;0;0;0;0;0;0;0
20243103;20240418;PIURA;AYABACA;SUYO;200210;SURPAMPA;I-2;NINGUN CLAS;SALUD LUCIANO CASTILLO COLONNA;1950;202401;2024;0;0;0;0;0;0;0;0;0;0;0;0
20243103;20240418;PIURA;AYABACA;SUYO;200210;SURPAMPA;I-2;NINGUN CLAS;SALUD LUCIANO CASTILLO COLONNA;1950;202402;2024;0;0;0;0;0;0;0;0;0;0;0;0
20243103;20240418;PIURA;AYABACA;SUYO;200210;SARAYUYO;I-1;NINGUN CLAS;SALUD LUCIANO CASTILLO COLONNA;1951;202403;2024;0;0;0;0;0;0;0;0;0;0;0;0
20243103;20240418;PIURA;AYABACA;SUYO;200210;SARAYUYO;I-1;NINGUN CLAS;SALUD LUCIANO CASTILLO COLONNA;1951;202401;2024;0;0;0;0;0;0;0;0;0;0;0;0
20243103;20240418;PIURA;AYABACA;SUYO;200210;SARAYUYO;I-1;NINGUN CLAS;SALUD LUCIANO CASTILLO COLONNA;1951;202402;2024;0;0;0;0;0;0;0;0;0;0;0;0
